2024-03-19 21:18:06,10,1100,0.724,0.749
2024-03-19 21:18:07,20,2100,0.751,0.777
2024-03-19 21:18:08,30,3100,0.777,0.802
2024-03-19 21:18:09,40,4100,0.8,0.822
2024-03-19 21:18:10,50,5100,0.795,0.834
2024-03-19 21:18:10,60,6100,0.807,0.845
2024-03-19 21:18:11,70,7100,0.814,0.852
2024-03-19 21:18:12,80,8100,0.827,0.859
2024-03-19 21:18:13,90,9100,0.833,0.865
2024-03-19 21:18:14,100,10100,0.822,0.868
2024-03-19 21:18:16,110,11100,0.839,0.872
2024-03-19 21:18:17,120,12100,0.834,0.875
2024-03-19 21:18:18,130,13100,0.832,0.879
2024-03-19 21:18:19,140,14100,0.838,0.883
2024-03-19 21:18:21,150,15100,0.847,0.885
2024-03-19 21:18:22,160,16100,0.832,0.888
2024-03-19 21:18:23,170,17100,0.838,0.89
2024-03-19 21:18:24,180,18100,0.844,0.893
2024-03-19 21:18:26,190,19100,0.848,0.895
2024-03-19 21:18:27,200,20100,0.847,0.897
2024-03-19 21:18:28,210,21100,0.844,0.899
2024-03-19 21:18:29,220,22100,0.848,0.9
2024-03-19 21:18:31,230,23100,0.833,0.901
2024-03-19 21:18:32,240,24100,0.839,0.902
2024-03-19 21:18:33,250,25100,0.845,0.904
2024-03-19 21:18:34,260,26100,0.845,0.905
2024-03-19 21:18:36,270,27100,0.85,0.906
2024-03-19 21:18:37,280,28100,0.842,0.907
2024-03-19 21:18:38,290,29100,0.85,0.908
2024-03-19 21:18:39,300,30100,0.85,0.909
2024-03-19 21:18:41,310,31100,0.855,0.91
2024-03-19 21:18:42,320,32100,0.846,0.91
2024-03-19 21:18:43,330,33100,0.853,0.911
2024-03-19 21:18:44,340,34100,0.847,0.912
2024-03-19 21:18:46,350,35100,0.847,0.913
2024-03-19 21:18:47,360,36100,0.857,0.913
2024-03-19 21:18:48,370,37100,0.853,0.914
2024-03-19 21:18:49,380,38100,0.851,0.915
2024-03-19 21:18:50,390,39100,0.84,0.915
2024-03-19 21:18:52,400,40100,0.846,0.916
2024-03-19 21:18:53,410,41100,0.851,0.916
2024-03-19 21:18:54,420,42100,0.859,0.916
2024-03-19 21:18:55,430,43100,0.846,0.916
2024-03-19 21:18:57,440,44100,0.843,0.917
2024-03-19 21:18:58,450,45100,0.851,0.917
2024-03-19 21:18:59,460,46100,0.859,0.918
2024-03-19 21:19:00,470,47100,0.841,0.918
2024-03-19 21:19:02,480,48100,0.85,0.919
2024-03-19 21:19:03,490,49100,0.85,0.919
2024-03-19 21:19:04,500,50100,0.856,0.919
2024-03-19 21:19:05,510,51100,0.845,0.919
2024-03-19 21:19:06,520,52100,0.844,0.92
2024-03-19 21:19:08,530,53100,0.855,0.92
2024-03-19 21:19:09,540,54100,0.841,0.921
2024-03-19 21:19:10,550,55100,0.85,0.921
2024-03-19 21:19:12,560,56100,0.856,0.921
